"","PRJNA291292:ampicillin:PA14","PRJNA291292:silver_nitrate:PA14","PRJNA291292:aztreonam:PA14","PRJNA291292:bleach:PA14","PRJNA291292:benzalkonium_chloride:PA14","PRJNA291292:carbenicillin:PA14","PRJNA291292:cefoperazone:PA14","PRJNA291292:ciprofloxacin:PA14","PRJNA291292:gentamicin:PA14","PRJNA291292:neomycin:PA14","PRJNA291292:polymyxin_B:PA14","PRJNA291292:povidone-iodine:PA14","PRJNA291292:tobramycin:PA14","PRJNA291292:water:PA14","PRJNA291292:H2O2:PA14"
"PA14_35440",0.1646,2.8872,2.4133,-3.7249,1.3681,-0.3594,2.6143,1.9837,0.7582,0.0514,1.0045,-0.7301,1.5584,0,0.2178
"PA14_35460",-0.4282,-3.8457,0.9115,-5.2186,-0.0503,-0.6751,-1.215,0.3202,-5.8712,-3.998,-1.6298,-0.3463,-1.1173,0,-1.1088
"PA14_35470",4.3148,1.8518,-1.7769,0.2776,0.5825,0.9168,2.9554,2.7388,3.2616,-1.1596,-0.4834,0.8462,1.1189,0,0.3646
"PA14_35490",-3.0022,7.8363,1.7466,-6.1445,7.0524,6.2926,-10.1995,-4.4558,-3.0682,5.8901,8.4674,-8.572,-3.2646,0,2.8799
"PA14_35500",0.0405,0.2508,0.0182,0.9063,0.3654,-0.3642,0.6706,-0.0727,-0.574,-0.2455,0.192,0.0109,0.7052,0,0.3913
"PA14_35520",-2.313,-1.2141,0.5604,-0.6437,-0.6152,-0.4706,-1.6462,0.0426,-0.7882,-0.4102,0.6238,-2.4996,0.6478,0,0.017
"PA14_35530",-0.2273,0.6216,-1.0579,0.3814,0.8024,-1.706,-0.392,0.3387,0.7176,0.4444,0.9358,0.2692,-0.38,0,0.1986
"PA14_35540",-0.8021,-0.2829,-0.9448,3.8305,-1.8716,-0.4605,0.674,0.3596,6.2456,2.6232,1.8658,2.2263,-0.6968,0,-0.791
"PA14_35600",-8.8102,-9.3215,5.6466,5.5631,-8.0621,-5.8774,-6.0545,3.2908,-15.2626,-7.2761,-2.495,-5.3044,13.8738,0,-3.0283
"PA14_35630",0.0391,0.6221,-0.4585,-2.7078,-0.0023,-2.7078,0.7321,-2.7078,-0.9153,-1.6376,-1.1198,-0.1682,1.385,0,-0.0152
"PA14_35640",4.2326,-1.6848,-0.9057,-0.1895,0.7996,4.9442,-1.327,-1.8538,-0.451,0.175,-1.4308,5.083,3.2671,0,-1.9348
"PA14_35670",0.5488,-0.1682,0.7256,0.8221,0.5303,0.2056,0.8331,-0.0574,-0.0543,-0.6745,0.7688,0.9592,0.1152,0,0.2463
"PA14_35690",0.2072,-5.2736,-1.5945,0.7683,-0.4184,1.906,-1.2894,-2.2975,-2.795,-0.2014,-6.4374,1.2242,0.5824,0,-1.5757
"PA14_35700",0.5702,-2.7134,-2.1092,-0.9342,-2.1742,1.3972,1.8864,-0.7805,3.4272,-0.5094,3.1687,1.346,-1.0583,0,-0.2348
"PA14_35710",0.5968,0.473,-1.3674,-0.101,0.5163,0.2916,-2.3166,-0.4962,3.321,-0.3513,-2.1222,2.5049,-0.1031,0,0.8785
"PA14_35720",0.2569,0.173,-0.9017,0.1848,-0.1455,-0.3686,-0.4145,-0.3206,1.2561,0.1915,-0.3668,1.2914,-0.2373,0,0.2797
"PA14_35730",7.865,-0.052,-5.0878,-8.0964,-0.9183,-4.6843,-11.7906,-4.1262,-0.6225,6.0184,-20.2867,6.3922,-6.6187,0,0.5012
"PA14_35740",6.3747,4.4639,-2.5297,5.4474,3.0578,3.3644,2.8646,-4.7344,5.8394,2.3695,5.8008,8.3338,-0.8998,0,5.3492
"PA14_35750",1.4761,3.4592,-0.4782,3.5575,0.925,2.2678,2.4886,-0.4006,1.836,0.5682,0.6776,2.4227,0.9377,0,1.4693
"PA14_35760",0.2542,-0.7086,-2.9116,1.3777,-0.2598,0.5484,-1.4976,-2.1854,-0.343,-2.4877,-0.1335,2.6679,-1.4347,0,4.4123
"PA14_35770",3.3004,-13.2839,-20.0751,11.9194,-7.9806,-12.1339,-16.9138,-18.884,-8.377,-30.05,-11.8234,15.8703,-19.5019,0,34.8264
"PA14_35780",1.2029,-1.3474,-0.9436,0.5646,-0.6925,-0.4741,-2.2069,-0.7552,-0.906,-2.1149,-1.1724,1.1644,-1.0912,0,3.7051
"PA14_35790",1.0304,-0.7741,-1.1107,0.6677,-0.4975,-0.2748,-1.4112,-1.2089,-0.4932,-1.4436,-0.551,1.2514,-1.1536,0,4.225
"PA14_35800",0.4597,-1.0917,-1.3388,0.5919,-0.2361,-0.4411,-1.2837,-0.7949,-1.5373,-2.8007,-2.1772,0.9304,-2.0023,0,2.6006
"PA14_35810",0.7627,0.0977,-0.0621,2.6976,1.6118,0.8566,-0.8108,-0.1867,2.7658,-0.6344,0.0189,2.4946,0.0852,0,2.631
"PA14_35820",-1.33,-1.5192,-0.6196,1.1459,1.2476,1.2181,-2.3118,-0.4211,-0.025,-0.9628,-0.6647,0.628,-1.1545,0,-0.6881
"PA14_35830",1.4609,-0.5794,1.0366,0.7038,1.0834,1.6221,0.327,0.3076,3.1182,0.9089,0.1918,0.2466,0.9438,0,-0.1396
"PA14_35840",118.4996,188.4991,-154.9432,48.4579,103.2814,216.1322,54.3598,7.9464,350.3768,104.8833,162.3204,124.8018,24.0498,0,60.114
"PA14_35850",0.8198,0.6,-1.4744,1.4865,0.2895,1.1143,-0.065,-0.4901,4.0935,0.3283,2.0711,1.19,-0.6323,0,1.5541
"PA14_35860",0.3234,0.6518,1.5115,0.5044,-0.4628,1.1621,0.383,1.5892,1.9304,2.0182,-0.0079,0.8496,0.9737,0,0.4088
"PA14_35880",-0.6854,-0.643,-0.1834,-2.5381,-0.5796,0.8998,-0.4646,-3.0127,6.1949,5.0606,-0.1154,2.5826,-0.8284,0,-2.3337
"PA14_35890",-1.5417,-10.8739,3.2617,-0.7896,-12.532,-11.5081,-5.16,-10.1504,1.9199,-5.6519,-3.4544,6.4875,-2.8734,0,-6.7248
"PA14_35900",0.1906,-1.3372,-2.5601,-3.0322,-3.8092,-2.7458,0.0098,-0.0266,2.0373,-1.6719,-1.1742,-1.5715,-3.2291,0,-4.4241
"PA14_35920",-1.997,-0.5295,-0.4143,-1.2954,0.1522,-1.2628,0.2686,-1.0817,-0.6806,-0.7834,-0.8462,-2.165,0.192,0,-0.9146
"PA14_36000",-1.3709,-2.6424,-0.1003,3.4644,-1.5806,-1.2533,-1.6655,-2.8994,-1.7298,-0.7014,-2.1946,0.1616,-1.0308,0,-2.9283
"PA14_36010",-1.4135,-1.7853,0.9337,-0.3671,19.0998,0.4524,-1.361,0.4577,0.691,0.0431,3.1805,9.6374,-0.6125,0,-0.6113
"PA14_36020",-0.2146,-0.6268,-0.4426,-1.3812,13.4214,-0.1465,0.4442,-1.3331,1.2782,-0.0041,1.3362,6.5852,-0.8488,0,0.0885
"PA14_36030",-2.7345,-3.7109,-1.501,-6.0636,75.416,-0.1132,-2.8752,4.9158,12.8016,1.2244,9.8316,31.309,-4.9181,0,4.5842
"PA14_36050",2.0392,1.245,1.1265,0.6981,3.5667,1.2771,0.8767,2.5462,2.0195,-2.8621,2.3074,3.1311,-0.4304,0,2.8648
"PA14_36090",0.1049,0.172,-0.6745,0.2513,1.0373,-0.6745,-0.6745,0.2447,1.2928,0.021,0.7054,-0.6745,1.1749,0,0.6518
"PA14_36120",-1.5959,-2.5675,-4.6956,-2.8441,-3.0846,-2.8328,-2.9676,-0.0938,-1.2007,-2.733,-0.8018,-2.9374,-2.3572,0,-2.9034
"PA14_36180",-2.1682,-1.2502,1.5536,1.4698,2.3618,0.3738,-1.8928,0.2578,-0.3277,-1.1465,0.9158,3.9455,0.8897,0,1.3698
"PA14_36200",-1.3695,-0.3674,-2.3205,0.6889,-1.3371,0.6892,-0.8352,0.297,-0.6088,0.3637,-0.1854,1.1846,0.3497,0,-0.356
"PA14_36220",1.0638,1.4052,1.0749,0.042,1.1867,0.2063,-0.2006,0.8138,0.8481,0.1006,0.831,1.1626,-0.6745,0,1.0514
"PA14_36250",0.4698,0.8601,0.8192,0.7745,0.8476,0.5466,0.3718,-0.312,0.6991,0.6537,0.4638,-0.127,0.347,0,1.2488
"PA14_36260",0.2112,-2.5903,-1.4599,13.4095,0.5061,-0.011,-1.9464,-2.3156,-1.3818,-0.874,-1.0893,-1.6054,0.13,0,0.4705
"PA14_36270",-2.3796,-1.3199,-1.9531,18.6029,-2.8748,-3.7404,-2.2351,-2.6505,-0.2305,-3.9471,-2.8261,-2.3448,-0.8259,0,-1.8773
"PA14_36280",15.2388,-9.5886,-24.6037,76.8378,-0.1153,-4.4164,11.829,4.3249,8.9683,9.4293,6.4364,5.2841,13.3848,0,-1.0778
"PA14_36290",-0.3898,-0.1703,0.441,4.6108,-0.2755,-0.4725,-0.7622,-0.9242,0.0815,-0.081,-0.0117,-0.985,-0.4554,0,-0.523
"PA14_36300",11.263,-0.6745,10.946,80.4207,6.3188,8.9076,23.3096,1.9229,7.9376,17.571,6.4622,13.1686,9.6227,0,-0.3683
"PA14_36310",-1.9397,1.7445,1.0498,-1.4718,1.7839,0.7412,-0.6263,-0.4802,-2.5664,-1.0816,0.3814,0.8294,-1.0631,0,-1.2882
"PA14_36320",-9.2736,-2.4249,0.3613,-4.5939,-3.3422,2.1641,-1.1405,-4.979,-1.0751,-2.0129,1.5092,2.5516,-2.1551,0,0.2968
"PA14_36330",25.2036,-9.5886,-7.7414,-4.5384,1.9116,44.6825,29.1116,36.2564,6.3958,-6.8398,43.1504,21.943,26.1357,0,-1.0778
"PA14_36345",-4.2311,-10.0361,-4.776,8.9868,-1.1458,-1.3045,-4.6147,-8.2476,-16.0189,-14.487,-4.6262,-0.1079,-6.0856,0,-8.7036
"PA14_36420",201.5351,413.5464,474.3872,0,0,243.2154,367.2597,137.4824,314.4301,134.3813,222.726,276.0354,114.298,0,383.5322
"PA14_36470",-4.0291,0.8401,-5.906,-2.3869,-7.5696,-4.2925,1.6254,0.1359,-0.7686,-1.1774,4.5689,-8.6992,-6.012,0,-9.0842
"PA14_36500",-0.6745,0.92,0.5965,0.2029,1.9509,0.2082,1.8671,0.2769,0.9816,1.5945,1.2066,1.1729,0.442,0,2.1162
"PA14_36520",0.8435,0.2457,1.0711,0.9282,0.8839,0.6858,-0.076,1.2435,-0.0195,0.5284,0.3037,0.572,-0.2552,0,0.933
"PA14_36560",0.6325,0.9314,0.618,0.2971,0.6808,0.3607,0.3758,0.1563,0.5938,0.4715,0.8645,0.6624,0.8399,0,0.1457
"PA14_36570",5.0337,-3.4866,2.2382,4.326,1.7996,2.5634,-1.8699,0.2836,4.816,3.4722,1.5222,0.7577,1.0707,0,5.4125
"PA14_36760",-4.676,-1.6848,-2.003,-1.5983,2.4434,-2.0576,-2.2471,-4.676,1.1103,2.9336,-1.0807,-4.676,3.3217,0,0.3289
"PA14_36830",-5.1214,1.6506,0.0484,3.0337,-2.7426,-0.9823,0.5112,-0.5958,5.7378,3.4602,1.1917,-2.552,-3.5502,0,2.1823
"PA14_36910",-4.676,-1.6848,-0.9057,-2.0735,-1.4649,-0.9815,1.1019,-1.03,0.2364,2.8935,-1.4308,-4.676,-1.3641,0,-4.676
"PA14_36940",-0.5389,-4.676,-2.003,-1.5983,-4.676,0.3167,-0.4858,0.1864,2.8306,5.4156,1.5718,-1.4809,2.6593,0,-4.676
"PA14_37060",-0.5395,-1.2006,-0.8234,-2.8007,-0.9543,-1.5819,-1.029,-2.9149,0.7338,0.1882,-1.6993,0.0616,-1.1119,0,-0.4439
"PA14_37070",-1.2667,2.1703,-0.1543,-1.6614,1.3529,2.1162,2.1016,-0.8728,1.4767,1.6417,2.1658,1.2093,2.7504,0,-1.7758
"PA14_37080",-6.1289,-2.5586,9.8566,-2.0714,1.6398,3.7576,-0.7344,3.383,-1.7057,-4.3617,-2.1164,0.0884,-3.2286,0,-8.6425
"PA14_37100",0.3676,-0.6745,-0.6745,0.5634,-0.6745,1.4034,0.4545,2.0074,0.0412,0.928,1.6652,4.0968,0.442,0,0.1748
"PA14_37120",-4.6956,-0.179,0.8778,-1.5037,-3.0846,1.4848,1.128,2.5896,-0.5791,0.0761,-1.1862,18.4064,-2.3572,0,-0.2168
"PA14_37130",0,230.4049,130.2096,126.7762,190.3858,300.2536,368.322,315.0946,281.8685,271.5684,333.2213,500,0,0,0
"PA14_37140",-4.4062,0.6377,0.0048,1.8228,-1.1928,1.1969,0.2702,-0.507,0.7712,-0.1229,1.2884,0.5064,-0.3634,0,0.1639
"PA14_37190",-1.5847,-1.6848,-2.003,-4.676,-4.676,-2.0576,-1.2482,1.7923,2.2531,-4.676,5.6764,-4.676,1.9227,0,1.7097
"PA14_37200",-2.1798,-1.0327,-2.1433,0.5822,-3.6175,-2.7273,-0.989,-0.0581,-1.1147,-3.5498,-2.0624,1.1944,-4.1266,0,1.1058
"PA14_37220",-1.283,-2.6252,-0.3551,-0.4655,-0.7038,-1.0431,0.6195,-0.547,-0.0565,-0.7534,-1.5911,-0.8194,-0.3502,0,-0.3405
"PA14_37250",-0.6745,0.172,0.6267,0.1014,-0.1036,-0.0143,1.3893,-0.6745,0.081,0.0356,-0.0057,1.2059,0.7458,0,0.9128
"PA14_37260",-0.8002,0.5705,0.316,0.7406,-0.389,0.4726,-0.1094,-0.6946,0.0616,-0.7037,-0.0376,0.5024,0.7031,0,1.1371
"PA14_37270",-2.6247,1.3719,1.1265,0.6981,-0.5666,-3.0329,-2.3342,0.2904,-2.1294,-5.2932,-1.6859,-1.6132,1.5636,0,2.5344
"PA14_37340",150.5883,395.7151,308.8186,276.7,156.4213,0,229.8511,414.4777,178.5351,134.3813,404.6945,500,321.4445,0,432.1614
"PA14_37380",0.1328,-0.0908,0.8542,-0.074,0.394,0.0464,0.7966,-0.1238,0.9904,0.6388,0.3935,2.1111,0.1155,0,-0.6745
"PA14_37430",-0.6745,0.2484,0.0612,0.4339,1.1659,0.3402,0.7966,0.1023,0.6943,0.1006,1.3411,0.8847,-0.2167,0,0.708
"PA14_37490",-1.8092,2.0508,-4.0387,0.5522,-2.0698,-1.9374,0.8182,-0.9814,-1.5343,1.7842,4.7374,-0.8508,3.8308,0,1.0272
"PA14_37510",0.0226,0.0483,0.1722,-0.3241,-0.3106,-0.3764,0.253,0.062,0.1242,-0.0398,-0.4607,-0.0293,-0.4074,0,-0.0756
"PA14_37560",-0.0713,-0.0194,0.0409,-0.6745,0.7148,-0.1636,0.2462,0.1023,-0.2603,0.0847,0.0271,0.7808,-0.2167,0,0.352
"PA14_37570",-0.941,-1.1441,0.961,0.3745,0.5559,-0.2208,-2.2615,0.3444,0.8952,-0.1467,-0.8401,0.0247,-0.1684,0,-0.2944
"PA14_37580",-0.1689,-0.1652,0.0503,1.0776,-0.8043,-0.6706,-0.4494,-0.0915,1.2566,0.3411,0.3337,-0.0495,-0.4247,0,-0.5355
"PA14_37590",-0.41,2.233,1.12,0.4209,2.9548,2.077,1.3718,-0.894,2.3306,3.5824,4.9987,-0.6143,0.6512,0,-1.4594
"PA14_37610",0.0551,1.1425,1.4755,2.8882,3.069,-0.3516,1.5096,-1.4506,0.4261,-1.6463,-2.7484,-0.5224,0.6985,0,-1.3374
"PA14_37630",-2.1564,-1.7372,-1.4454,-0.6514,-1.1469,-0.3005,-0.0081,-2.1091,-1.8373,-0.6229,-0.691,-1.6532,0.266,0,-1.8653
"PA14_37660",-0.7697,-0.6058,-0.3404,-4.4868,-2.7512,-3.5566,1.7356,-6.878,-5.1676,-5.8918,-1.122,-3.8046,-1.9653,0,0.2956
"PA14_37670",0.2922,5.4685,-3.4286,-3.4286,-1.7832,2.0808,3.1544,-1.3794,-1.542,-3.4286,6.2159,-2.1565,-0.5196,0,-2.1319
"PA14_37680",1.3194,5.3093,-0.7094,1.7166,0.6798,-0.9844,5.6162,-5.5888,2.1944,-7.3009,1.2707,3.1393,3.1082,0,-0.2901
"PA14_37690",2.9682,2.4067,0.6942,1.4925,1.5934,1.6327,-1.7664,1.9837,4.7682,1.4737,2.4894,3.1593,0.1982,0,3.2845
"PA14_37710",8.6472,13.2886,3.5268,12.7318,8.1659,8.8473,2.8614,-0.5876,8.869,14.7554,9.6624,2.6831,7.0273,0,3.0214
"PA14_37820",-0.3914,0.3785,-0.1172,-1.495,-0.5577,-0.9196,0.3653,-0.9414,-0.8148,-0.6011,-0.579,-0.8937,0.7021,0,-0.204
"PA14_37830",-0.5389,1.6726,-2.003,4.2917,3.0458,-2.0576,-1.2482,-4.676,1.1103,-4.676,-4.676,3.4308,-0.0448,0,-4.676
"PA14_37910",1.0775,-0.584,-0.2524,-2.0958,-3.6125,1.7472,-4.4042,1.5033,0.0857,2.9486,-1.167,-0.7736,-1.5471,0,-3.0695
"PA14_37940",-2.873,0.8848,0.1462,2.1407,-9.3466,0.6263,2.123,1.1194,5.6577,1.7055,4.2156,-4.9656,-12.3672,0,4.9848
"PA14_38010",6.6072,9.2928,-4.8797,-2.6589,-10.4916,-6.2143,8.3448,5.6057,14.9314,3.4711,-3.5452,0.5162,10.4813,0,-2.9755
"PA14_38040",-10.3872,-3.7005,-6.5254,10.4358,-7.0052,-6.4959,-5.3018,-6.1942,-8.1514,4.2792,-2.1991,-7.7842,-0.9283,0,-4.8468
"PA14_38060",-2.9078,1.667,0.1201,0.4535,-2.0819,-0.4552,1.4849,1.7108,2.1962,0.3844,0.9836,-0.3561,0.7936,0,1.112
"PA14_38080",2.0993,2.895,-0.8589,3.324,-0.1433,-5.9091,4.1945,0.1381,-4.8363,3.9005,5.2252,-1.251,4.5908,0,-0.9042
"PA14_38090",1.5663,3.3095,0.5594,-0.4792,1.1252,0.7507,2.4235,0.8511,0.1426,2.2352,2.4244,1.2069,1.2168,0,2.1604
"PA14_38110",-1.1997,-0.0628,-0.0141,-0.1792,-0.3697,-0.35,0.3432,0.1788,-0.8305,-0.6472,-0.3231,-0.5931,-0.0459,0,-0.2723
"PA14_38130",0.0315,-0.2065,-0.87,0.926,-0.2261,0.0325,-3.1078,-0.7576,-2.1599,-2.7939,-0.8246,2.727,-0.6912,0,0.3127
"PA14_38140",-0.3832,-0.8108,-2.7208,4.516,-4.2543,-2.3886,-2.7805,-3.6221,0.3846,-4.3348,0.159,8.6644,-1.7355,0,0.6161
"PA14_38160",7.9761,-5.625,27.0656,-1.5208,8.2307,5.5295,18.6153,9.7197,-0.124,18.5421,25.4079,12.1599,-0.3373,0,4.7151
"PA14_38170",1.4574,-3.9628,4.6914,-3.2999,5.2967,4.8126,2.2333,-9.429,-4.8136,-1.1138,0.8682,5.4167,-3.3863,0,2.2148
"PA14_38180",1.4463,0.0877,0.3179,0.177,-0.586,0.9084,-0.5658,0.3496,1.9806,0.7096,-0.3273,0.7548,0.532,0,0.9456
"PA14_38190",-24.6037,19.5771,15.5268,22.9802,21.299,17.1944,-5.8637,-6.7992,33.2839,15.2964,25.068,14.7337,23.5631,0,38.2731
"PA14_38200",0.1049,1.5812,-6e-04,1.2326,0.941,0.257,0.5429,-0.6745,2.6117,0.5486,1.6555,0.7542,1.806,0,1.5622
"PA14_38220",-0.446,1.005,0.1777,1.3739,0.3396,0.0272,0.7048,0.5698,1.8243,1.2689,-0.179,-0.731,1.5166,0,0.5958
"PA14_38250",2.1311,-5.3676,3.7881,8.3848,-15.9913,-2.8038,-2.0442,-2.46,3.4744,10.4461,4.3606,-1.8931,-1.4453,0,4.8442
"PA14_38260",0.9466,0.1871,1.1265,1.525,-0.5666,-5.2932,-3.1964,-2.8569,-1.0526,-5.2932,-2.0627,-3.1598,-2.4559,0,0.1413
"PA14_38270",1.3474,-2.5675,-0.1854,0.2421,0.1348,-2.8328,-2.313,-2.6877,0.6448,-4.6956,1.5835,-1.6628,-4.6956,0,-1.1349
"PA14_38290",-2.4964,-0.179,-2.7939,-2.5061,-4.6956,-2.8328,-2.313,-1.0438,-0.5791,-4.6956,0.1709,-0.6642,-2.3572,0,0.5839
"PA14_38300",2.3468,0.4395,0.845,3.2346,-0.0477,1.9526,2.3206,1.3277,3.8991,2.0138,1.2389,2.362,0.837,0,1.301
"PA14_38320",352.1234,413.5464,0,0,0,370.7669,367.2597,371.5422,337.5407,327.8682,158.0826,219.3664,387.4168,0,173.1452
"PA14_38330",-1.0446,4.9601,-1.4588,33.8783,-0.8928,-1.8454,0.4516,-1.1117,2.5369,4.2823,3.8622,-1.0065,-3.8116,0,2.6421
"PA14_38350",2.3743,-2.4826,-0.4194,0.0958,0.6048,-0.3678,-0.479,1.1506,-3.0165,-2.1368,-0.2829,-0.03,-2.0433,0,-1.8421
"PA14_38360",0.1879,-0.071,-0.9534,-0.4752,-0.3102,0.065,0.5458,0.4599,1.5818,0.6288,1.2149,-0.266,-0.3584,0,-0.7772
"PA14_38380",1.79,1.4726,0.6932,-0.4626,1.0192,0.5118,1.247,1.6842,3.2824,1.7275,4.8791,0.9642,2.4886,0,1.8176
"PA14_38395",-10.7783,-1.5761,20.4008,-5.2028,22.5836,6.711,26.6102,-2.8573,25.0239,35.4023,107.1423,11.6528,37.0868,0,32.9552
"PA14_38410",-2.5366,2.8621,-0.1241,-1.6023,4.7624,2.1658,0.5562,-0.3029,2.3555,5.9554,21.4841,-0.1197,2.7166,0,4.1984
"PA14_38420",-9.243,4.1452,-6.0392,-2.0462,-8.183,-3.2811,-0.2305,-2.0138,-3.0834,2.1138,4.3825,-4.102,-3.524,0,-3.3872
"PA14_38430",1.2736,-0.3636,-0.4512,3.7222,-2.09,0.47,2.7778,-4.0619,11.5151,2.5932,2.1082,6.2816,0.6451,0,0.664
"PA14_38440",1.8323,1.5177,1.5811,3.3075,2.7001,2.3517,2.7542,0.3949,7.6395,2.0497,-0.3031,3.6194,3.0541,0,-0.5162
"PA14_38460",-0.5478,0.1596,-0.2101,0.2174,-1.102,-0.7062,-0.2251,-0.0828,-0.1914,-0.0398,-0.7887,0.206,0.132,0,0.1232
"PA14_38470",1.3451,2.3948,1.7628,2.2691,-2.7419,0.7616,0.2047,-0.401,2.6903,1.6756,2.2803,2.8962,0.275,0,0.2198
"PA14_38480",-0.0707,-0.1245,-0.0159,0.2364,0.0516,-0.5629,-0.2282,-0.6768,-0.257,-0.2895,0.0463,-0.4665,-0.3353,0,-0.1465
"PA14_38490",-0.8463,-0.4109,-0.5455,0.7313,0.5531,0.2492,-0.3337,-1.655,0.3341,0.1387,0.3941,-0.5233,-0.5156,0,-0.4039
"PA14_38500",-4.6956,3.6906,-2.0871,0.9236,-1.9151,1.0379,-1.2606,1.7652,-4.6956,1.5237,1.115,-2.4224,-3.0263,0,-4.6956
"PA14_38510",-84.1662,59.5174,3.7908,-1.0843,-32.0682,-2.0747,-14.9071,-16.3158,15.1035,17.1697,94.7446,-8.4525,2.3394,0,5.746
"PA14_38530",-2.507,5.0392,-4.3615,5.3834,1.8184,-12.0485,0.0641,-2.9796,-1.4116,-6.7183,15.1486,0.4366,2.072,0,-7.41
"PA14_38550",-10.7783,20.0652,-12.6492,-12.9645,-24.6037,-24.6037,-24.6037,-24.6037,-2.6336,0.3288,12.551,-9.0056,4.9078,0,-1.0778
"PA14_38560",1.0342,0.6843,0.6321,1.6464,-1.3352,-0.2185,1.5335,0.2638,-1.1354,2.1858,1.1743,-0.0412,-0.9368,0,1.7634
"PA14_38570",2.52,-0.2051,1.1696,-0.2294,1.2665,-1.0394,2.439,-3.3808,1.4785,-3.548,0.5147,0.1802,1.0113,0,1.9417
"PA14_38580",-0.0033,-0.255,-0.9922,-0.7088,-0.8302,-1.6838,-0.8934,-0.996,-0.4662,-0.4142,-0.8213,-0.7572,-0.1854,0,-1.1667
"PA14_38610",1.3982,0.4042,0.316,0.1744,-0.12,-1.821,0.2798,0.0719,0.391,-0.267,2.1088,0.2004,-1.5589,0,-0.1329
"PA14_38630",-1.4332,-1.1567,-0.8313,-2.5641,-0.4354,-1.8484,-1.2443,-1.4759,0.0323,-0.7308,0.619,-0.5256,-0.1142,0,-1.2729
"PA14_38660",-4.6956,1.6692,-2.0871,-1.0185,-3.0846,-2.8328,0.3893,-4.6956,0.7111,0.0927,8.1893,-1.6628,-0.0011,0,-4.6956
"PA14_38680",201.5351,395.7151,178.609,276.7,110.3108,0,396.831,137.4824,365.6722,384.3813,486.9107,120.3894,250,0,403.2546
"PA14_38690",-0.7428,-0.162,-0.6045,-0.2984,-0.3894,-0.941,-0.7516,-0.9092,-0.142,-0.831,-0.2715,-0.871,0.0315,0,-0.2025
"PA14_38700",0.1263,-0.2479,0.3386,-0.6706,0.0238,-1.0099,0.2682,-0.3485,3e-04,0.5872,0.1894,-0.1738,-0.0795,0,-0.1854
"PA14_38710",-0.0524,2.8523,-0.1095,0.3284,1.2426,-2.3675,1.5654,-0.5167,2.3567,3.3166,1.9781,0.2754,2.793,0,0.5843
"PA14_38720",-0.9502,2.9164,-0.0355,0.9008,0.4318,-1.4105,-1.7365,0.0989,-1.3438,2.6442,3.167,-0.3997,1.3377,0,0.0572
"PA14_38730",-3.4066,-14.3863,-25.7929,-42.954,-3.364,-53.6433,22.1899,-87.1971,1.4856,35.3212,22.8986,-51.4918,8.8196,0,30.2496
"PA14_38740",-1.4297,0.0294,-0.2318,-0.0315,-1.0026,-1.0798,-0.4224,-0.6816,-0.904,-0.3792,-0.0495,-0.4332,-0.1336,0,-1.0931
"PA14_38750",-4.296,2.261,0.4599,1.9131,-2.6456,-0.6073,0.0584,-1.6335,0.1803,1.0404,1.8056,-0.769,1.9366,0,0.7346
"PA14_38780",0.0633,0.0394,0.592,1.737,0.0885,1.249,0.9429,0.8693,0.9798,1.412,0.799,0.0881,0.9004,0,0.1738
"PA14_38790",-4.676,1.6726,1.6635,2.8882,-2.4115,2.5638,-1.2482,2.9511,0.2364,-0.7852,3.3755,-1.1884,1.9227,0,-1.1217
"PA14_38800",0.7445,-0.4172,-2.7804,1.3137,-0.967,-0.4322,-1.4003,-1.1122,-0.2669,-0.9511,-0.6313,1.1402,-0.7314,0,-1.2647
"PA14_38820",0.4269,-1.9808,-0.3286,0.0393,-1.2185,-2.2144,-1.5734,-0.7942,0.0385,-1.5082,-0.743,-0.3222,0.6958,0,-1.8044
"PA14_38825",-0.2912,-1.0488,-0.4197,1.7299,-0.9203,-0.6888,-0.7404,1.2624,0.0432,-1.188,0.2662,0.532,-0.9476,0,-1.1258
"PA14_38840",-0.2461,-0.0191,0.204,0.5308,0.2134,0.3801,0.1231,-0.6745,-0.6745,0.2549,-0.4143,-0.332,0.5675,0,0.0544
"PA14_38930",-15.2001,-8.383,-16.4431,-10.0402,-4.4469,-11.3715,-5.9194,-8.2706,-3.7499,-4.3488,-12.8346,8.9338,-17.4147,0,-8.7074
"PA14_38950",0.1466,-0.1955,0.775,0.582,0.672,-0.377,0.4554,0.3571,0.4072,0.3166,0.6941,0.7776,0.3307,0,0.9225
"PA14_38970",-24.6037,13.439,-7.7414,-10.8393,-14.4762,-8.748,-9.2734,-24.6037,12.4968,-6.8398,-10.0903,-13.5508,10.9647,0,-12.3442
"PA14_38990",1.9123,0.3886,-6e-04,-0.6745,-0.1036,1.1508,0.5152,0.2447,0.081,0.731,1.9299,0.4003,0.7458,0,1.3956
"PA14_39010",-0.188,-0.5647,-0.8748,-1.2778,-1.2778,-0.7433,-0.4099,-0.8523,-0.3645,-0.5612,0.4224,-0.796,-0.2829,0,-0.3286
"PA14_39050",-1.3648,-0.2328,1.121,-0.8399,0.427,0.3575,1.6542,1.0121,-3.9544,-1.2901,0.081,-1.4171,-0.1108,0,-1.2488
"PA14_39060",-0.2461,-0.26,0.5631,1.2784,0.2134,-0.3117,-0.6745,0.6958,0.2975,0.6344,-0.307,0.4295,0.5699,0,0.2103
